TOKEN	NE-COARSE-LIT
areas	I_TERM
where	O
large	O
amounts	O
of	O
EU	O
resources	O
are	O
involved	O
.	O
The	O
EU	O
has	O
the	O
required	O
political	B_TERM
leverage	O
and	O
is	O
therefore	O
better	O
placed	O
to	O
act	O
as	O
a	O
catalyst	O
for	O
boosting	O
the	O
anti-corruption	B_TERM
policy	I_TERM
of	O
the	O
EU	O
and	O
Member	O
States	O
.	O
Lessons	O
learned	O
from	O
similar	O
experiences	O
in	O
the	O
past	O
To	O
date	O
there	O
is	O
no	O
mechanism	O
in	O
place	O
at	O
EU	O
level	O
to	O
measure	O
in	O
a	O
coherent	O
manner	O
the	O
enforcement	B_TERM
of	O
anti-corruption	B_TERM
policies	I_TERM
.	O
The	O
only	O
EU	O
monitoring	O
tool	O
that	O
also	O
covers	O
anti-corruption	B_TERM
issues	O
is	O
the	O
Cooperation	B_TERM
and	I_TERM
Verification	I_TERM
Mechanism	I_TERM
for	O
Romania	O
and	O
Bulgaria	O
which	O
has	O
managed	O
over	O
time	O
to	O
maintain	O
or	O
revive	O
a	O
certain	O
momentum	O
for	O
reforms	O
.	O
Based	O
on	O
annual	O
assessments	O
,	O
indices	O
and	O
qualitative	O
judgments	O
,	O
the	O
work	O
of	O
civil	B_TERM
society	I_TERM
organisations	O
,	O
like	O
Transparency	B_TERM
International	O
,	O
placed	O
corruption	B_TERM
squarely	O
on	O
the	O
political	B_TERM
agenda	O
in	O
many	O
countries	O
worldwide	O
and	O
generated	O
political	B_TERM
pressure	O
for	O
reforms	O
.	O
At	O
international	O
level	O
,	O
the	O
main	O
existing	O
evaluation	B_TERM
mechanisms	I_TERM
(	O
e.g.	O
GRECO	O
,	O
the	O
OECD	O
Working	O
Group	O
on	O
Bribery	B_TERM
and	O
the	O
UN	O
Convention	O
against	O
Corruption	B_TERM
)	O
,	O
in	O
spite	O
of	O
obvious	O
benefits	O
,	O
have	O
also	O
proven	O
their	O
limitations	O
,	O
notably	O
as	O
regards	O
prompting	O
additional	O
political	B_TERM
will	O
at	O
national	O
level	O
.	O
The	O
EU	O
has	O
a	O
unique	O
leverage	O
to	O
generate	O
this	O
political	B_TERM
will	O
.	O
The	O
new	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
will	O
strive	O
to	O
be	O
fact-oriented	O
,	O
focused	O
,	O
outspoken	O
,	O
and	O
flexible	O
.	O
Coherence	O
and	O
possible	O
synergy	O
with	O
other	O
relevant	O
instruments	O
The	O
EU	O
anti-corruption	B_TERM
package	O
is	O
part	O
of	O
the	O
wider	O
Commission	O
's	O
strategic	O
initiative	O
on	O
the	O
protection	O
of	O
licit	B_TERM
economy	I_TERM
which	O
also	O
comprises	O
the	O
new	O
Commission	O
Anti-Fraud	B_TERM
Strategy	I_TERM
and	O
the	O
asset	B_TERM
recovery	I_TERM
legislative	B_TERM
initiative	O
.	O
The	O
current	O
proposal	O
is	O
fine-tuned	O
with	O
both	O
.	O
Implementation	O
with	O
a	O
start-up	O
period	O
from	O
the	O
date	O
of	O
the	O
adoption	O
of	O
Commission	O
Decision	B_TERM
in	O
the	O
case	O
of	O
the	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
and	O
from	O
the	O
date	O
of	O
EU	O
accession	O
act	O
in	O
case	O
of	O
EU	O
participation	O
in	O
GRECO	O
.	O
This	O
Legislative	B_TERM
Financial	I_TERM
Framework	I_TERM
covers	O
the	O
first	O
five	O
years	O
of	O
implementation	O
.	O
followed	O
by	O
full-scale	O
operation	O
.	O
Management	O
mode	O
(	O
s	O
)	O
envisaged	O
Centralised	O
direct	O
management	O
by	O
the	O
Commission	O
Centralised	O
indirect	O
management	O
with	O
the	O
delegation	O
of	O
implementation	O
tasks	O
to	O
:	O
executive	O
agencies	O
;	O
bodies	O
set	O
up	O
by	O
the	O
Communities	O
;	O
national	O
public-sector	B_TERM
bodies	I_TERM
/	O
bodies	O
with	O
public-service	B_TERM
mission	O
;	O
persons	O
entrusted	O
with	O
the	O
implementation	O
of	O
specific	O
actions	O
pursuant	O
to	O
Title	O
V	O
of	O
the	O
Treaty	O
on	O
European	O
Union	O
and	O
identified	O
in	O
the	O
relevant	O
basic	O
act	O
within	O
the	O
meaning	O
of	O
Article	O
49	O
of	O
the	O
Financial	B_TERM
Regulation	B_TERM
.	O
Shared	O
management	O
with	O
the	O
Member	O
States	O
Decentralised	O
management	O
with	O
third	O
countries	O
Joint	O
management	O
with	O
international	O
organisations	O
(	O
to	O
be	O
specified	O
)	O
If	O
more	O
than	O
one	O
management	O
mode	O
is	O
indicated	O
,	O
please	O
provide	O
details	O
in	O
the	O
Comments	O
section	O
.	O
Comments	O
MANAGEMENT	O
MEASURES	O
Monitoring	O
and	O
reporting	B_TERM
rules	B_TERM
Specify	O
frequency	O
and	O
conditions	O
.	O
The	O
EU	O
Anti-Corruption	B_TERM
Report	I_TERM
will	O
be	O
published	O
every	O
two	O
years	O
,	O
starting	O
in	O
2013	O
.	O
The	O
implementation	O
is	O
subject	O
to	O
future	O
monitoring	O
and	O
evaluation	O
.	O
Potential	O
indicators	O
are	O
:	O
EU	O
's	O
CPI	B_TERM
ranking	O
,	O
national	O
anti-corruption	B_TERM
strategies	O
,	O
reported	B_TERM
experiences	O
with	O
corruption	B_TERM
,	O
instances	O
of	O
new	O
anti-corruption	B_TERM
policies	I_TERM
/	O
practices	O
,	O
number	O
of	O
peer	O
learning	O
activities	O
sponsored	O
by	O
the	O
Commission	O
,	O
levels	O
of	O
awareness	O
,	O
time	O
taken	O
to	O
transpose	B_TERM
and	O
implement	O
legislation	B_TERM
,	O
perceptions	O
of	O
transparency	B_TERM
.	O
GRECO	O
's	O
outstanding	O
recommendations	O
on	O
the	O
Member	O
States	O
will	O
be	O
picked	O
up	O
by	O
the	O
EU	O
reporting	B_TERM
mechanism	I_TERM
.	O
Management	O
and	O
control	O
system	O
Risk	O
(	O
s	O
)	O
identified	O
:	O
negative	O
reception	O
by	O
the	O
Member	O
States	O
,	O
fear	O
of	O
overlapping	O
with	O
other	O
existing	O
mechanisms	O
and	O
of	O
additional	O
burden	O
on	O
the	O
national	O
administrations	B_TERM
;	O
difficulties	O
in	O
gathering	O
information	O
and	O
/	O
or	O
lack	O
of	O
active	O
involvement	O
of	O
the	O
experts	O
,	O
researchers	O
and	O
civil	B_TERM
society	I_TERM
organisations	O
.	O
Control	O
method	O
(	O
s	O
)	O
envisaged	O
Regular	O
evaluations	O
of	O
the	O
effectiveness	O
of	O
the	O
new	O
reporting	B_TERM
mehanism	I_TERM
are	O
considered	O
,	O
with	O
the	O
first	O
evaluation	O
after	O
the	O
publication	O
of	O
two	O
EU	O
Anti-corruption	B_TERM
Reports	I_TERM
.	O
The	O
Commission	O
may	O
then	O
issue	O
evaluation	O
reports	O
every	O
5	O
years	O
and	O
based	O
on	O
the	O
findings	O
it	O
may	O
consider	O
any	O
further	O
amendment	O
to	O
or	O
other	O
possible	O
developments	O
of	O
the	O
mechanism	O
.	O
Measures	O
to	O
prevent	O
fraud	B_TERM
and	O
irregularities	B_TERM
Specify	O
existing	O
or	O
envisaged	O
prevention	O
and	O
protection	O
measures	O
.	O
The	O
preparatory	O
activities	O
with	O
financial	B_TERM
implications	O
(	O
i.e.	O
expert	O
group	O
,	O
network	O
of	O
research	O
correspondents	O
,	O
supporting	O
actions	O
for	O
the	O
drafting	O
of	O
the	O
Report	O
,	O
civil	B_TERM
society	I_TERM
input	O
,	O
potential	O
experience	O
sharing	O
programme	O
,	O
participation	O
in	O
GRECO	O
)	O
shall	O
be	O
subject	O
to	O
the	O
financial	B_TERM
control	O
of	O
the	O
Commission	O
and	O
to	O
the	O
audits	B_TERM
of	O
the	O
Court	B_TERM
of	O
Auditors	B_TERM
.	O
ESTIMATED	O
FINANCIAL	B_TERM
IMPACT	O
OF	O
THE	O
PROPOSAL	O
/	O
INITIATIVE	O
Heading	O
(	O
s	O
)	O
of	O
the	O
multiannual	O
financial	B_TERM
framework	I_TERM
and	O
expenditure	B_TERM
budget	I_TERM
line	I_TERM
(	I_TERM
s	I_TERM
)	I_TERM
affected	O
Existing	O
expenditure	B_TERM
budget	I_TERM
lines	I_TERM
In	O
order	O
of	O
multiannual	O
financial	B_TERM
framework	I_TERM
headings	O
and	O
budget	B_TERM
lines	I_TERM
.	O
The	O
human	O
resources	O
required	O
will	O
be	O
met	O
by	O
staff	O
from	O
the	O
DG	O
who	O
are	O
already	O
assigned	O
to	O
management	O
of	O
the	O
action	O
and	O
/	O
or	O
have	O
been	O
redeployed	O
within	O
the	O
DG	O
,	O
together	O
if	O
necessary	O
with	O
any	O
additional	O
allocation	O
which	O
may	O
be	O
granted	O
to	O
the	O
managing	O
DG	O
under	O
the	O
annual	O
allocation	O
procedure	O
and	O
in	O
the	O
light	O
of	O
budgetary	B_TERM
constraints	O
.	O
Description	O
of	O
tasks	O
to	O
be	O
carried	O
out	O
:	O
Officials	B_TERM
and	O
temporary	O
agents	O
Coordination	O
and	O
organisation	O
of	O
meetings	O
/	O
conferences	O
,	O
processing	O
and	O
assessment	O
of	O
information	O
,	O
secretarial	O
tasks	O
for	O
the	O
expert	O
group	O
and	O
network	O
of	O
research	O
correspondents	O
,	O
drafting	O
of	O
the	O
EU	O
Anti-Corruption	B_TERM
Reports	I_TERM
,	O
cooperation	O
with	O
GRECO	O
,	O
etc.	O
External	O
personnel	O
Compatibility	O
with	O
the	O
current	O
multiannual	O
financial	B_TERM
framework	I_TERM
Proposal	O
/	O
initiative	O
is	O
compatible	O
the	O
current	O
multiannual	O
financial	B_TERM
framework	I_TERM
.	O
Proposal	O
/	O
initiative	O
will	O
entail	O
reprogramming	O
of	O
the	O
relevant	O
heading	O
in	O
the	O
multiannual	O
financial	B_TERM
framework	I_TERM
.	O
Explain	O
what	O
reprogramming	O
is	O
required	O
,	O
specifying	O
the	O
budget	B_TERM
lines	I_TERM
concerned	O
and	O
the	O
corresponding	O
amounts	O
.	O
Proposal	O
/	O
initiative	O
requires	O
application	O
of	O
the	O
flexibility	O
instrument	O
or	O
revision	O
of	O
the	O
multiannual	O
financial	B_TERM
framework	I_TERM
.	O
Explain	O
what	O
is	O
required	O
,	O
specifying	O
the	O
headings	O
and	O
budget	B_TERM
lines	I_TERM
concerned	O
and	O
the	O
corresponding	O
amounts	O
.	O
Third-party	B_TERM
contributions	O
The	O
proposal	O
/	O
initiative	O
does	O
not	O
provide	O
for	O
co-financing	B_TERM
by	O
third	B_TERM
parties	I_TERM
The	O
proposal	O
/	O
initiative	O
provides	O
for	O
the	O
co-financing	B_TERM
estimated	O
below	O
:	O
GRECO	O
evaluations	O
have	O
led	O
to	O
important	O
changes	O
in	O
the	O
legal	B_TERM
and	O
institutional	O
setting	O
for	O
the	O
financing	B_TERM
of	I_TERM
political	I_TERM
parties	I_TERM
in	O
some	O
EU	O
Member	O
States	O
(	O
Slovenia	O
,	O
Finland	O
,	O
Estonia	O
,	O
Latvia	O
)	O
.	O
For	O
example	O
,	O
the	O
2005	O
GRECO	O
evaluation	O
report	O
did	O
not	O
alert	O
to	O
the	O
seriousness	O
of	O
the	O
systemic	O
problems	O
that	O
generated	O
a	O
chain	O
of	O
corruption	B_TERM
scandals	I_TERM
linked	O
with	O
the	O
financial	B_TERM
crisis	I_TERM
that	O
emerged	O
soon	O
afterwards	O
.	O
The	O
Bureau	O
is	O
composed	O
of	O
GRECO	O
's	O
President	O
and	O
Vice-President	O
,	O
and	O
five	O
other	O
representatives	O
of	O
the	O
GRECO	O
members	O
entitled	O
to	O
vote	B_TERM
.	O
The	O
Bureau	O
prepares	O
the	O
draft	O
annual	O
programme	O
of	O
activities	O
and	O
the	O
draft	O
annual	O
activity	O
report	O
,	O
makes	O
proposals	O
on	O
the	O
draft	B_TERM
budget	I_TERM
,	O
organises	O
country	O
visits	O
,	O
proposes	O
the	O
composition	O
of	O
evaluation	O
teams	O
,	O
prepares	O
the	O
agenda	O
for	O
the	O
GRECO	O
plenary	O
,	O
and	O
proposes	O
the	O
provisions	O
to	O
be	O
selected	O
for	O
evaluation	O
.	O
The	O
comparative	O
analysis	O
would	O
assume	O
additional	O
work	O
for	O
the	O
GRECO	O
Secretariat	O
.	O
However	O
,	O
it	O
will	O
be	O
based	O
on	O
the	O
existing	O
evaluation	O
/	O
compliance	B_TERM
reports	I_TERM
.	O
It	O
will	O
not	O
bring	O
an	O
additional	O
evaluation	O
step	O
.	O
It	O
will	O
only	O
assess	O
what	O
has	O
been	O
already	O
produced	O
by	O
GRECO	O
.	O
Since	O
membership	O
with	O
limited	O
voting	B_TERM
rights	I_TERM
assumes	O
a	O
more	O
limited	O
participation	O
in	O
the	O
evaluation	O
process	O
,	O
the	O
costs	B_TERM
entailed	O
by	O
these	O
activities	O
will	O
be	O
deducted	O
from	O
the	O
EU	O
contribution	O
to	O
the	O
GRECO	O
budget	B_TERM
(	O
i.e.	O
the	O
contribution	O
would	O
be	O
lower	O
than	O
300,000	O
Euros	O
per	O
year	O
)	O
.	O
ABM	B_TERM
:	O
Activity-Based	B_TERM
Management	I_TERM
–	O
ABB	B_TERM
:	O
Activity-Based	B_TERM
Budgeting	I_TERM
.	O
The	O
additional	O
division	O
in	O
sub-objectives	O
is	O
done	O
to	O
facilitate	O
the	O
calculation	O
of	O
the	O
breakdown	O
of	O
estimated	O
impact	O
on	O
expenditure	B_TERM
in	O
section	O
3.2	O
.	O
DA	O
=	O
Differentiated	O
appropriations	B_TERM
/	O
DNA	O
=	O
Non-Differentiated	O
Appropriations	B_TERM
EFTA	O
:	O
European	O
Free	B_TERM
Trade	I_TERM
Association	O
.	O
Candidate	O
countries	O
and	O
,	O
where	O
applicable	O
,	O
potential	O
candidate	O
countries	O
from	O
the	O
Western	O
Balkans	O
.	O
Technical	O
and	O
/	O
or	O
administrative	B_TERM
assistance	O
and	O
expenditure	B_TERM
in	O
support	O
of	O
the	O
implementation	O
of	O
EU	O
programmes	O
and	O
/	O
or	O
actions	O
(	O
former	O
BA	O
lines	O
)	O
,	O
indirect	O
research	O
,	O
direct	O
research	O
.	O
Outputs	O
are	O
products	O
and	O
services	O
to	O
be	O
supplied	O
(	O
e.g.	O
:	O
number	O
of	O
student	O
exchanges	O
financed	B_TERM
,	O
number	O
of	O
km	O
of	O
roads	O
built	O
,	O
etc.	O
)	O
.	O
Through	O
targeted	O
calls	O
for	O
proposals	O
within	O
the	O
EU	O
programme	O
for	O
prevention	O
and	O
fight	O
against	O
crime	B_TERM
(	O
call	O
targeting	O
financial	B_TERM
and	O
economic	B_TERM
crime	I_TERM
)	O
,	O
civil	B_TERM
society	I_TERM
organisations	O
will	O
be	O
encouraged	O
to	O
apply	O
for	O
subject	O
specific	O
assessments	O
of	O
Member	O
States	O
'	O
anti-corruption	B_TERM
efforts	O
.	O
The	O
exact	O
number	O
and	O
specific	O
target	O
of	O
each	O
contract	B_TERM
can	O
not	O
be	O
predicted	O
at	O
this	O
point	O
.	O
Public	B_TERM
procurement	I_TERM
procedures	I_TERM
.	O
The	O
contractor	B_TERM
will	O
be	O
tasked	O
to	O
set	O
up	O
the	O
network	O
of	O
27	O
local	O
research	O
correspondents	O
and	O
cover	O
the	O
coordination	O
/	O
logistic	O
aspects	O
.	O
The	O
decision	O
to	O
set	O
up	O
such	O
programme	O
and	O
the	O
details	O
of	O
its	O
functioning	O
may	O
only	O
be	O
taken	O
/	O
clarified	O
at	O
a	O
later	O
stage	O
,	O
once	O
the	O
preparations	O
for	O
the	O
first	O
Report	O
are	O
more	O
advanced	O
.	O
One	O
possibility	O
for	O
its	O
setting	O
up	O
would	O
be	O
via	O
procurement	B_TERM
procedures	I_TERM
(	O
i.e.	O
a	O
contractor	B_TERM
tasked	O
to	O
organise	O
a	O
number	O
of	O
roughly	O
5	O
experience-sharing	O
workshops	O
/	O
events	O
per	O
year	O
)	O
.	O
The	O
costs	B_TERM
were	O
estimated	O
for	O
approximately	O
50	O
participants	O
+	O
5	O
speakers	O
,	O
with	O
1,000	O
Euros	O
cost	B_TERM
/	O
person	O
and	O
an	O
overall	O
100,000	O
Euros	O
for	O
organisation	O
/	O
logistics	O
/	O
dissemination	O
/	O
communication	O
for	O
each	O
event	O
.	O
Technical	O
and	O
/	O
or	O
administrative	B_TERM
assistance	O
and	O
expenditure	B_TERM
in	O
support	O
of	O
the	O
implementation	O
of	O
EU	O
programmes	O
and	O
/	O
or	O
actions	O
(	O
former	O
BA	O
lines	O
)	O
,	O
indirect	O
research	O
,	O
direct	O
research	O
.	O
CA	O
=	O
Contract	B_TERM
Agent	O
;	O
INT	O
=	O
agency	O
staff	O
(	O
Intérimaire	O
)	O
;	O
JED	O
=	O
Jeune	O
Expert	O
en	O
Délégation	O
(	O
Young	O
Experts	O
in	O
Delegations	O
)	O
;	O
LA	O
=	O
Local	O
Agent	O
;	O
SNE	O
=	O
Seconded	O
National	O
Expert	O
;	O
United	O
Nations	O
Convention	O
against	O
Corruption	B_TERM
This	O
Decision	B_TERM
authorises	O
the	O
President	O
of	O
the	O
Council	O
to	O
designate	O
the	O
persons	O
empowered	O
to	O
sign	O
the	O
United	O
Nations	O
Convention	O
against	O
Corruption	B_TERM
on	O
behalf	O
of	O
the	O
European	O
Community	O
.	O
The	O
Convention	O
aims	O
to	O
boost	O
the	O
effectiveness	O
of	O
the	O
fight	B_TERM
against	I_TERM
corruption	I_TERM
,	O
promote	O
the	O
proper	O
management	O
of	O
public	B_TERM
affairs	I_TERM
and	O
encourage	O
international	O
cooperation	O
and	O
technical	O
assistance	O
.	O
ACT	O
Council	O
Decision	B_TERM
on	O
the	O
signing	O
,	O
on	O
behalf	O
of	O
the	O
European	O
Community	O
,	O
of	O
the	O
United	O
Nations	O
Convention	O
against	O
Corruption	B_TERM
.	O
SUMMARY	O
At	O
the	O
conference	O
held	O
in	O
Merida	O
(	O
Mexico	O
)	O
from	O
9	O
to	O
11	O
December	O
2003	O
,	O
the	O
United	O
Nations	O
Convention	O
against	O
Corruption	B_TERM
was	O
opened	O
for	O
signing	O
.	O
At	O
its	O
2658th	O
session	O
on	O
10	O
May	O
2005	O
,	O
the	O
Council	O
adopted	O
the	O
Commission	O
proposal	O
concerning	O
the	O
signing	O
of	O
the	O
Convention	O
.	O
The	O
Decision	B_TERM
authorises	O
the	O
President	O
of	O
the	O
Council	O
to	O
designate	O
the	O
persons	O
empowered	O
to	O
sign	O
the	O
United	O
Nations	O
Convention	O
on	O
behalf	O
of	O
the	O
European	O
Community	O
.	O
On	O
15	O
September	O
2005	O
,	O
the	O
European	O
Commission	O
and	O
the	O
Council	O
Presidency	O
signed	O
the	O
Convention	O
on	O
behalf	O
of	O
the	O
European	O
Community	O
.	O
The	O
Convention	O
,	O
now	O
known	O
as	O
the	O
Merida	O
Convention	O
,	O
was	O
adopted	O
by	O
the	O
UN	O
General	B_TERM
Assembly	I_TERM
on	O
31	O
October	O
2003	O
(	O
Resolution	B_TERM
58	O
/	O
4	O
)	O
and	O
was	O
open	O
for	O
signing	O
until	O
9	O
December	O
2005	O
.	O
Producing	O
an	O
effective	O
instrument	O
against	O
corruption	B_TERM
In	O
December	O
2000	O
,	O
the	O
UN	O
General	B_TERM
Assembly	I_TERM
decided	O
to	O
establish	O
a	O
special	O
committee	O
open	O
to	O
all	O
States	O
for	O
drawing	O
up	O
an	O
effective	O
international	O
legal	B_TERM
instrument	I_TERM
against	O
corruption	B_TERM
(	O
Resolution	B_TERM
55	O
/	O
61	O
)	O
.	O
The	O
committee	O
negotiated	O
the	O
Convention	O
between	O
January	O
2002	O
and	O
October	O
2003	O
.	O
The	O
Commission	O
represented	O
the	O
European	O
Community	O
's	O
interests	O
.	O
The	O
Commission	O
considers	O
that	O
the	O
objectives	O
set	O
by	O
the	O
Council	O
in	O
its	O
negotiating	O
directives	B_TERM
have	O
been	O
attained	O
.	O
The	O
Convention	O
provides	O
for	O
a	O
high	O
standard	O
of	O
preventive	O
and	O
technical	O
assistance	O
measures	O
in	O
matters	O
within	O
the	O
Community	O
's	O
powers	O
,	O
in	O
particular	O
with	O
regard	O
to	O
the	O
internal	B_TERM
market	I_TERM
.	O
This	O
includes	O
measures	O
to	O
prevent	O
and	O
to	O
combat	O
money	B_TERM
laundering	I_TERM
,	O
as	O
well	O
as	O
standards	B_TERM
on	I_TERM
accounting	I_TERM
in	O
the	O
private	B_TERM
sector	I_TERM
and	O
on	O
transparency	B_TERM
and	O
equal	O
access	O
of	O
all	O
candidates	O
for	O
public	B_TERM
works	I_TERM
supply	O
and	O
service	O
contracts	B_TERM
.	O
As	O
the	O
Member	O
States	O
stated	O
that	O
they	O
would	O
sign	O
the	O
Convention	O
as	O
soon	O
as	O
it	O
was	O
opened	O
for	O
signing	O
in	O
Merida	O
,	O
Mexico	O
(	O
Spain	O
alone	O
of	O
the	O
EU15	O
not	O
having	O
done	O
so	O
)	O
,	O
the	O
Commission	O
asserts	O
that	O
the	O
European	O
Community	O
should	O
also	O
do	O
so	O
.	O
To	O
that	O
end	O
,	O
the	O
Commission	O
proposed	O
that	O
the	O
Presidency	O
of	O
the	O
Council	O
designate	O
the	O
persons	O
empowered	O
to	O
sign	O
the	O
Convention	O
on	O
behalf	O
of	O
the	O
European	O
Community	O
.	O
The	O
Council	O
adopted	O
the	O
Commission	O
proposal	O
without	O
debate	O
.	O
Fighting	B_TERM
corruption	I_TERM
:	O
the	O
UN	O
Convention	O
The	O
purposes	O
of	O
the	O
Convention	O
are	O
to	O
:	O
promote	O
and	O
strengthen	O
measures	O
to	O
prevent	O
and	O
combat	B_TERM
corruption	I_TERM
more	O
efficiently	O
and	O
effectively	O
;	O
promote	O
,	O
facilitate	O
and	O
support	O
international	O
cooperation	O
and	O
technical	O
assistance	O
;	O
promote	O
integrity	B_TERM
,	O
accountability	B_TERM
and	O
proper	O
management	O
of	O
public	B_TERM
affairs	I_TERM
and	O
public	B_TERM
property	I_TERM
.	O
It	O
applies	O
to	O
the	O
prevention	O
,	O
investigation	O
and	O
prosecution	B_TERM
of	O
corruption	B_TERM
and	O
to	O
the	O
freezing	B_TERM
,	O
seizure	B_TERM
,	O
confiscation	B_TERM
and	O
return	O
of	O
the	O
proceeds	B_TERM
of	O
offences	B_TERM
.	O
The	O
Convention	O
enumerates	O
in	O
detail	O
the	O
measures	O
to	O
prevent	O
corruption	B_TERM
,	O
including	O
the	O
application	O
of	O
prevention	O
policies	B_TERM
and	O
practices	O
,	O
the	O
establishment	O
of	O
bodies	O
for	O
that	O
purpose	O
,	O
the	O
application	O
of	O
codes	B_TERM
of	I_TERM
conduct	I_TERM
for	O
public	B_TERM
officials	I_TERM
and	O
objective	O
criteria	O
for	O
the	O
recruitment	O
and	O
promotion	O
of	O
civil	B_TERM
servants	I_TERM
,	O
and	O
public	B_TERM
procurement	I_TERM
.	O
It	O
recommends	O
promoting	O
transparency	B_TERM
and	O
accountability	B_TERM
in	O
the	O
management	O
of	O
public	B_TERM
finances	I_TERM
and	O
in	O
the	O
private	B_TERM
sector	I_TERM
,	O
with	O
tougher	O
accounting	B_TERM
and	O
auditing	B_TERM
standards	I_TERM
.	O
Measures	O
to	O
prevent	O
money-laundering	B_TERM
are	O
also	O
provided	O
for	O
,	O
together	O
with	O
measures	O
to	O
secure	O
the	O
independence	B_TERM
of	I_TERM
the	I_TERM
judiciary	I_TERM
.	O
Public	B_TERM
reporting	I_TERM
and	O
the	O
participation	O
of	O
society	B_TERM
are	O
encouraged	O
as	O
preventive	O
measures	O
.	O
Regarding	O
criminalisation	B_TERM
,	O
detection	O
and	O
repression	B_TERM
,	O
the	O
Convention	O
recommends	O
the	O
State	O
Parties	O
to	O
adopt	O
such	O
legislative	B_TERM
and	O
other	O
measures	O
as	O
may	O
be	O
necessary	O
to	O
establish	O
a	O
whole	O
series	O
of	O
criminal	B_TERM
offences	I_TERM
.	O
These	O
are	O
:	O
corruption	B_TERM
of	O
national	O
or	O
foreign	O
public	B_TERM
officials	I_TERM
and	O
officials	B_TERM
of	O
public	B_TERM
international	O
organisations	O
;	O
embezzlement	B_TERM
,	O
misappropriation	B_TERM
or	O
other	O
diversion	B_TERM
by	O
a	O
public	B_TERM
official	I_TERM
of	O
any	O
public	B_TERM
or	O
private	B_TERM
property	I_TERM
;	O
trading	B_TERM
in	I_TERM
influence	I_TERM
;	O
abuse	B_TERM
of	I_TERM
functions	I_TERM
and	O
illicit	B_TERM
enrichment	I_TERM
.	O
In	O
all	O
respects	O
,	O
the	O
Convention	O
regards	O
as	O
corruption	B_TERM
the	O
offer	O
or	O
acceptance	O
of	O
undue	B_TERM
advantages	I_TERM
for	O
oneself	O
or	O
for	O
another	O
person	O
or	O
entity	O
.	O
In	O
the	O
private	B_TERM
sector	I_TERM
,	O
it	O
calls	O
for	O
the	O
creation	O
of	O
offences	B_TERM
of	O
embezzlement	B_TERM
and	O
corruption	B_TERM
.	O
There	O
would	O
also	O
be	O
offences	B_TERM
of	O
laundering	B_TERM
the	O
proceeds	B_TERM
of	I_TERM
crime	I_TERM
,	O
handling	O
stolen	O
property	O
,	O
obstructing	B_TERM
the	I_TERM
administration	I_TERM
of	I_TERM
justice	I_TERM
,	O
and	O
participating	O
in	O
and	O
attempting	O
embezzlement	B_TERM
or	O
corruption	B_TERM
.	O
The	O
State	O
Parties	O
are	O
recommended	O
to	O
take	O
the	O
necessary	O
measures	O
to	O
:	O
provide	O
for	O
the	O
liability	B_TERM
of	O
legal	B_TERM
persons	I_TERM
;	O
allow	O
the	O
freezing	B_TERM
,	O
seizure	B_TERM
and	O
confiscation	B_TERM
;	O
protect	O
witnesses	B_TERM
,	O
experts	O
and	O
victims	B_TERM
;	O
protect	O
reporting	B_TERM
persons	O
;	O
tackle	O
the	O
consequences	O
of	O
acts	B_TERM
of	I_TERM
corruption	I_TERM
;	O
ensure	O
that	O
entities	O
or	O
persons	O
who	O
have	O
suffered	O
damage	O
as	O
a	O
result	O
of	O
an	O
act	B_TERM
of	I_TERM
corruption	I_TERM
have	O
the	O
right	B_TERM
to	O
initiate	O
legal	B_TERM
proceedings	I_TERM
for	O
compensation	O
;	O
establish	O
a	O
body	O
or	O
bodies	O
or	O
appoint	O
persons	O
