TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	label
mußte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	_	6
ihn	O	_	O	_	_	O	_	_	NoSpaceAfter	6
aus	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Netz	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Indizien	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Zeugenaus¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
sagen	O	_	O	_	_	O	_	_	_	6
kein	O	_	O	_	_	O	_	_	_	6
Entrinnen	O	_	O	_	_	O	_	_	_	6
gab	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
gestand	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	NoSpaceAfter	6
furchtbare	O	_	O	_	_	O	_	_	_	6
Tat	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wir	O	_	O	_	_	O	_	_	_	6
erfahren	O	_	O	_	_	O	_	_	_	6
über	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Blut¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
tat	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Umgebung	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Mordstelle	O	_	O	_	_	O	_	_	NoSpaceAfter	6
riesiges	O	_	O	_	_	O	_	_	_	6
Aufsehen	O	_	O	_	_	O	_	_	_	6
hervorrief	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
nachstehende	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Einzelheiten:	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Seit	O	_	O	_	_	O	_	_	_	6
zwei	O	_	O	_	_	O	_	_	_	6
Jahren	O	_	O	_	_	O	_	_	_	6
bewohnte	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Hilfs¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
arbeiterin	O	_	O	_	_	O	_	_	_	6
Hermine	O	_	O	_	_	O	_	_	_	6
Gabriel	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Erlach¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
gasse	O	_	O	_	_	O	_	_	_	6
135	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
kleines	O	_	O	_	_	O	_	_	_	6
Kabinett	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Untermiete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Die	O	_	O	_	_	O	_	_	_	6
Frau	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
ihrem	O	_	O	_	_	O	_	_	_	6
Gatten	O	_	O	_	_	O	_	_	_	6
geschieden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Nachbarschaft	O	_	O	_	_	O	_	_	_	6
recht	O	_	O	_	_	O	_	_	_	6
beliebt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
ihr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Zimmerchen	O	_	O	_	_	O	_	_	_	6
hielt	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
stets	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
peinlichster	O	_	O	_	_	O	_	_	_	6
Ord¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
nung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Seit	O	_	O	_	_	O	_	_	_	6
etwa	O	_	O	_	_	O	_	_	_	6
fünf	O	_	O	_	_	O	_	_	_	6
Jahren	O	_	O	_	_	O	_	_	_	6
stand	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Gabriel	O	_	O	_	_	O	_	_	NoSpaceAfter	6
mit	O	_	O	_	_	O	_	_	_	6
Johann	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Beziehungen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Dieser	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Mann	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
früher	O	_	O	_	_	O	_	_	_	6
Fleischhauer	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
wohnte	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Haus	O	_	O	_	_	O	_	_	_	6
Waldgasse	O	_	O	_	_	O	_	_	_	6
29	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wo	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
einen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Branntweinladen	O	_	O	_	_	O	_	_	_	6
betrieb	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Er	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	_	6
wegen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
mehrfacher	O	_	O	_	_	O	_	_	_	6
Trunkenheitsexzesse	O	_	O	_	_	O	_	_	_	6
vorbestraft	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
galt	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
gefährlicher	O	_	O	_	_	O	_	_	_	6
Gewalttäter	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Von	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Gattin	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	_	6
geschieden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
er	O	_	O	_	_	O	_	_	_	6
wohnte	O	_	O	_	_	O	_	_	_	6
jedoch	O	_	O	_	_	O	_	_	_	6
gemeinsam	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Frau	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
seinen	O	_	O	_	_	O	_	_	_	6
drei	O	_	O	_	_	O	_	_	_	6
erwachsenen	O	_	O	_	_	O	_	_	_	6
Kindern	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Die	O	_	O	_	_	O	_	_	_	6
Gattin	O	_	O	_	_	O	_	_	NoSpaceAfter	6
brachte	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
übers	O	_	O	_	_	O	_	_	_	6
Herz	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
geschiedenen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Mann	O	_	O	_	_	O	_	_	_	6
delogieren	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
lassen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Trotzdem	O	_	O	_	_	O	_	_	_	6
bereitete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Oftner	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Familie	O	_	O	_	_	O	_	_	_	6
viele	O	_	O	_	_	O	_	_	_	6
Unannehmlichkeiten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Einmal	O	_	O	_	_	O	_	_	_	6
mußten	O	_	O	_	_	O	_	_	_	6
sämtliche	O	_	O	_	_	O	_	_	_	6
Familienmitglieder	O	_	O	_	_	O	_	_	_	6
voll	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Angst	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Straße	O	_	O	_	_	O	_	_	_	6
laufen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
weil	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Mann	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
seiner	O	_	O	_	_	O	_	_	_	6
nächtlichen	O	_	O	_	_	O	_	_	_	6
Heimkehr	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Bett	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Toch¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
ter	O	_	O	_	_	O	_	_	_	6
zertrümmerte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Abgewiesen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
!	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Mit	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Freundin	O	_	O	_	_	O	_	_	_	6
Hermine	O	_	O	_	_	O	_	_	_	6
Gabriel	O	_	O	_	_	O	_	_	_	6
schien	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Oftner	O	_	O	_	_	O	_	_	_	6
dagegen	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
besten	O	_	O	_	_	O	_	_	_	6
Einvernehmen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
leben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Die	O	_	O	_	_	O	_	_	_	6
Hilfsarbeiterin	O	_	O	_	_	O	_	_	_	6
vertraute	O	_	O	_	_	O	_	_	_	6
ihm	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wenn	O	_	O	_	_	O	_	_	NoSpaceAfter	6
sie	O	_	O	_	_	O	_	_	_	6
beschäftigt	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
befand	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Mann	O	_	O	_	_	O	_	_	_	6
oft	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ihrer	O	_	O	_	_	O	_	_	_	6
Wohnung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Schlüssel	O	_	O	_	_	O	_	_	NoSpaceAfter	6
besaß	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wiederholt	O	_	O	_	_	O	_	_	_	6
bereitete	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
gemein¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
samen	O	_	O	_	_	O	_	_	_	6
Mahlzeiten	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Wie	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
heißt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
soll	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
seiner	O	_	O	_	_	O	_	_	_	6
Geliebten	O	_	O	_	_	O	_	_	_	6
auch	O	_	O	_	_	O	_	_	_	6
ziemliche	O	_	O	_	_	O	_	_	_	6
materielle	O	_	O	_	_	O	_	_	_	6
Opfer	O	_	O	_	_	O	_	_	NoSpaceAfter	6
gebracht	O	_	O	_	_	O	_	_	_	6
haben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
so	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
schließlich	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
finan¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
zielle	O	_	O	_	_	O	_	_	_	6
Schwierigkeiten	O	_	O	_	_	O	_	_	_	6
geriet	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Zu	O	_	O	_	_	O	_	_	_	6
Ostern	O	_	O	_	_	O	_	_	_	6
jedoch	O	_	O	_	_	O	_	_	_	6
brach	O	_	O	_	_	O	_	_	_	6
Hermine	O	_	O	_	_	O	_	_	_	6
Gabriel	O	_	O	_	_	O	_	_	NoSpaceAfter	6
die	O	_	O	_	_	O	_	_	_	6
Beziehungen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	_	6
plötzlich	O	_	O	_	_	O	_	_	_	6
ab	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Sie	O	_	O	_	_	O	_	_	_	6
nahm	O	_	O	_	_	O	_	_	_	6
ihm	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Wohnungsschlüssel	O	_	O	_	_	O	_	_	_	6
weg	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
war	O	_	O	_	_	O	_	_	_	6
trotz	O	_	O	_	_	O	_	_	_	6
aller	O	_	O	_	_	O	_	_	_	6
Bitten	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Mannes	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
bewegen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Verhältnis	O	_	O	_	_	O	_	_	_	6
wieder	O	_	O	_	_	O	_	_	_	6
aufzunehmen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Oftner	O	_	O	_	_	O	_	_	_	6
kam	O	_	O	_	_	O	_	_	_	6
wiederholt	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Erlachgasse	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wurde	O	_	O	_	_	O	_	_	NoSpaceAfter	6
aber	O	_	O	_	_	O	_	_	_	6
niemals	O	_	O	_	_	O	_	_	_	6
eingelassen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Von	O	_	O	_	_	O	_	_	_	6
seiner	O	_	O	_	_	O	_	_	_	6
Tätigkeit	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
Fleischhauer	O	_	O	_	_	O	_	_	_	6
her	O	_	O	_	_	O	_	_	NoSpaceAfter	6
besaß	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	_	6
daheim	O	_	O	_	_	O	_	_	_	6
noch	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
großes	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Fleischmesser	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
jedoch	O	_	O	_	_	O	_	_	_	6
schon	O	_	O	_	_	O	_	_	_	6
ver¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
rostet	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Vor	O	_	O	_	_	O	_	_	_	6
wenigen	O	_	O	_	_	O	_	_	_	6
Tagen	O	_	O	_	_	O	_	_	_	6
ließ	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Messer	O	_	O	_	_	O	_	_	NoSpaceAfter	6
schleifen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Als	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Familienmitglieder	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Vater	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	NoSpaceAfter	6
der	O	_	O	_	_	O	_	_	_	6
Waffe	O	_	O	_	_	O	_	_	_	6
hexumgehen	O	_	O	_	_	O	_	_	_	6
sahen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
ahnten	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
Böses	O	_	O	_	_	O	_	_	NoSpaceAfter	6
und	O	_	O	_	_	O	_	_	_	6
flüchteten	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
ersten	O	_	O	_	_	O	_	_	_	6
Angst	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
Nachbar¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
parteien	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Straße	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Der	O	_	O	_	_	O	_	_	_	6
Mörder	O	_	O	_	_	O	_	_	_	6
lauert	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Donnertag	O	_	O	_	_	O	_	_	_	6
abends	O	_	O	_	_	O	_	_	_	6
kam	O	_	O	_	_	O	_	_	_	6
Johann	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
wieder	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Erlachgasse	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Vergebens	O	_	O	_	_	O	_	_	_	6
läutete	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
klopfte	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
war	O	_	O	_	_	O	_	_	_	6
niemand	O	_	O	_	_	O	_	_	_	6
daheim	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Hermine	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Gabriel	O	_	O	_	_	O	_	_	_	6
hatte	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
zur	O	_	O	_	_	O	_	_	_	6
Feier	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
silbernen	O	_	O	_	_	O	_	_	_	6
Hoch¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
zeit	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
ihrer	O	_	O	_	_	O	_	_	_	6
Freundinnen	O	_	O	_	_	O	_	_	_	6
begeben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Oftner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ging	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Straße	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Ecke	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Neilreichgaffe	O	_	O	_	_	O	_	_	_	6
stellte	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	_	6
fich	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Schatten	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
wartete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Um	O	_	O	_	_	O	_	_	_	6
dreiviertel	O	_	O	_	_	O	_	_	_	6
zehn	O	_	O	_	_	O	_	_	_	6
Uhr	O	_	O	_	_	O	_	_	_	6
machte	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
Passant	O	_	O	_	_	O	_	_	NoSpaceAfter	6
den	O	_	O	_	_	O	_	_	_	6
Rayonsinspektor	O	_	O	_	_	O	_	_	_	6
Boyer	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Neilreich¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
gasse	O	_	O	_	_	O	_	_	_	6
aufmerksam	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
an	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Ecke	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Erlachgasse	O	_	O	_	_	O	_	_	NoSpaceAfter	6
eine	O	_	O	_	_	O	_	_	_	6
Frau	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Gesicht	O	_	O	_	_	O	_	_	_	6
nach	O	_	O	_	_	O	_	_	_	6
abwärts	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	NoSpaceAfter	6
einer	O	_	O	_	_	O	_	_	_	6
großen	O	_	O	_	_	O	_	_	_	6
Blutlache	O	_	O	_	_	O	_	_	_	6
liege	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Man	O	_	O	_	_	O	_	_	_	6
trug	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Tote	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Einfahrt	O	_	O	_	_	O	_	_	_	6
eines	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Hauses	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Es	O	_	O	_	_	O	_	_	_	6
schien	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
wäre	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
einem	O	_	O	_	_	O	_	_	_	6
Blutsturz	O	_	O	_	_	O	_	_	NoSpaceAfter	6
erlegen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Als	O	_	O	_	_	O	_	_	_	6
jedoch	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
erste	O	_	O	_	_	O	_	_	_	6
Polizeikommission	O	_	O	_	_	O	_	_	_	6
er¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
schien	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
machte	O	_	O	_	_	O	_	_	_	6
man	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
furchtbare	O	_	O	_	_	O	_	_	_	6
Ent¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
deckung:	O	_	O	_	_	O	_	_	NoSpaceAfter	6
An	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
rechten	O	_	O	_	_	O	_	_	_	6
Halsseite	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Toten	O	_	O	_	_	O	_	_	_	6
klaffie	O	_	O	_	_	O	_	_	NoSpaceAfter	6
eine	O	_	O	_	_	O	_	_	_	6
tiefe	O	_	O	_	_	O	_	_	_	6
Schnittwunde	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
